"","year_start","month_start","year_end","month_end","permno","n_obs","R2_long","R2_short","tau_pi_R"
"5981",1993,12,2012,12,21573,20,0.177741390463695,0.0105886343063628,0.168941617160571
"5982",1994,12,2013,12,21573,20,0.173328783380074,0.00929910607245487,0.165569324013969
"5983",1995,12,2014,12,21573,20,0.195800753126238,0.00980813048761867,0.187834932163411
"5984",1996,12,2015,12,21573,20,0.25998116753918,0.0174003190950448,0.246876579708151
"5985",1997,12,2016,12,21573,20,0.263175031751183,0.0310104458171519,0.239594518776641
"5986",1961,7,1980,7,21653,20,0.534610159661741,0.302498376605734,0.332775975382648
"5987",1962,7,1981,7,21653,20,0.498011533723225,0.267081473655622,0.315082852686815
"5988",1963,7,1982,7,21653,20,0.462587686825742,0.186535791472051,0.339353461971285
"5989",1964,7,1983,7,21653,20,0.406589587834999,0.177935763794858,0.278145933091147
"5990",1965,7,1984,7,21653,20,0.40227523947004,0.140212241430731,0.304799638547303
"5991",1966,7,1985,7,21653,20,0.418478231555465,0.149404418636527,0.316335775560488
"5992",1962,12,1981,12,21709,20,0.0831209341112932,0.0809521544124872,0.00235981152582936
"5993",1963,12,1982,12,21709,20,0.0902188454567639,0.0868902957261146,0.0036452900621576
"5994",1985,1,2004,1,21726,20,0.278607440956183,0.0743425007811761,0.220670107839442
"5995",1986,1,2005,1,21726,20,0.300842430653386,0.0725068392340376,0.246185741392184
"5996",1987,1,2006,1,21726,20,0.345311525943353,0.102203586871829,0.270782925300925
"5997",1988,1,2007,1,21726,20,0.349778942018101,0.116415294199334,0.264110103181679
"5998",1989,1,2008,1,21726,20,0.353622165139721,0.110822600576183,0.273060881575343
"5999",1990,1,2009,1,21726,20,0.570674597323182,0.133387677799845,0.504593470830363
"6000",1985,4,2004,4,21742,20,0.477155423964778,0.292719940353837,0.260767260571731
"6001",1986,4,2005,4,21742,20,0.514153161569303,0.347720150720952,0.255155836919239
"6002",1987,4,2006,4,21742,20,0.502085935917564,0.276711436452638,0.311596934921215
"6003",1988,4,2007,4,21742,20,0.485050029048714,0.244389027274281,0.318498553437221
"6004",1989,4,2008,4,21742,20,0.295687722461785,0.192330941302214,0.127969222104675
"6005",1990,4,2009,4,21742,20,0.195528669987305,0.0561836927943381,0.147639933882392
"6006",1991,4,2010,4,21742,20,0.205355905445155,0.0965939184953485,0.120391028106275
"6007",1992,4,2011,4,21742,20,0.194300284993235,0.0982788538125972,0.106486835300058
"6008",1993,4,2012,4,21742,20,0.134092475431986,0.071236506003773,0.0676770457005801
"6009",1994,4,2013,4,21742,20,0.121185354581212,0.0702327541585665,0.0548014577309972
"6010",1995,4,2014,4,21742,20,0.0738424002475677,0.0580557141781481,0.0167596813389506
"6011",1996,4,2015,4,21742,20,0.096036548491148,0.0865030104819043,0.0104363102655358
"6012",1997,4,2016,4,21742,20,0.110085917539445,0.107509778846401,0.00288646153423891
"6013",1960,12,1979,12,21768,20,0.0100762983245752,0.00425656096400567,0.00584461532199879
"6014",1961,12,1980,12,21768,20,0.0362090912592837,0.00710533854344749,0.0293120245738271
"6015",1962,12,1981,12,21768,20,0.0499461130550045,0.0000146261311243649,0.0499322172390369
"6016",1963,12,1982,12,21768,20,0.0493560338809876,0.00000534379148125904,0.0493509538107129
"6017",1985,12,2004,12,21776,20,0.265880340192991,0.0000272674976821896,0.265860322041024
"6018",1986,12,2005,12,21776,20,0.253823869056915,0.000875317592671307,0.253170155755515
"6019",1987,12,2006,12,21776,20,0.238193322596291,0.000842688195062324,0.237550815669321
"6020",1988,12,2007,12,21776,20,0.224285441295764,0.000838917510261068,0.223634134376723
"6021",1989,12,2008,12,21776,20,0.196209491630299,0.00036294184861905,0.195917656498106
"6022",1990,12,2009,12,21776,20,0.19026389190926,0.000431759973661338,0.189914129255044
"6023",1991,12,2010,12,21776,20,0.210757523494689,0.0000978044178582187,0.210680324543327
"6024",1992,12,2011,12,21776,20,0.231322268885688,0.000908916326099059,0.230622969541779
"6025",1993,12,2012,12,21776,20,0.21954780657275,0.000411836411813404,0.219226255515384
"6026",1994,12,2013,12,21776,20,0.214258929422812,0.000186702672639584,0.214112202070544
"6027",1995,12,2014,12,21776,20,0.224678546798894,0.00011206561727782,0.22459165018353
"6028",1996,12,2015,12,21776,20,0.224271658754792,0.0000471668956153532,0.224235068331238
"6029",1997,12,2016,12,21776,20,0.200177740822758,0.0012061378964895,0.199211879924075
"6030",1985,12,2004,12,21792,20,0.289094889287694,0.23632157863833,0.0691041008534282
"6031",1986,12,2005,12,21792,20,0.238764949922175,0.186021816730641,0.0647967405952943
"6032",1987,12,2006,12,21792,20,0.26334091466477,0.196037728554571,0.0837143588705929
"6033",1988,12,2007,12,21792,20,0.222033272271484,0.173107734559834,0.0591679711571695
"6034",1989,12,2008,12,21792,20,0.217350992323067,0.155213521538368,0.0735540546267415
"6035",1990,12,2009,12,21792,20,0.17521672934611,0.11786122358426,0.0650186878700584
"6036",1991,12,2010,12,21792,20,0.181810284849563,0.122061968924993,0.0680552770352248
"6037",1992,12,2011,12,21792,20,0.1847446195593,0.119457517110788,0.0741441823843569
"6038",1993,12,2012,12,21792,20,0.159448519772404,0.121068535248217,0.0436666407602401
"6039",1994,12,2013,12,21792,20,0.161888637008718,0.130347592826442,0.0362685642241681
"6040",1995,12,2014,12,21792,20,0.172212322930877,0.136239318149783,0.0416469579328825
"6041",1996,12,2015,12,21792,20,0.183022721277845,0.148228719949488,0.0408489956673501
"6042",1997,12,2016,12,21792,20,0.191599787567659,0.147493917713206,0.0517367216151021
"6043",1960,12,1979,12,21864,20,0.350873330911987,0.206385598299652,0.18206289137743
"6044",1961,12,1980,12,21864,20,0.426996026238536,0.286420490337611,0.197000522012515
"6045",1960,11,1979,11,21872,20,0.0409824634614327,0.00102150312449327,0.0400018223234282
"6046",1961,11,1980,11,21872,20,0.0666209704802973,0.00908100136715287,0.0580672781453693
"6047",1962,11,1981,11,21872,20,0.1968723323891,0.00886461009651277,0.1896892434755
"6048",1963,11,1982,11,21872,20,0.185748791025422,0.00384267101540578,0.18260782179401
"6049",1964,11,1983,11,21872,20,0.135473589115942,0.00523650584017261,0.130922660552363
"6050",1965,11,1984,11,21872,20,0.101113648694279,0.000111929192487771,0.1010130258082
"6051",1966,11,1985,11,21872,20,0.106060252195572,0.00467086387557768,0.101865186740922
"6052",1967,11,1986,11,21872,20,0.104231223387636,0.00497563847763688,0.0997519143733731
"6053",1968,11,1987,11,21872,20,0.102094872184811,0.00537669668286285,0.0972410109228146
"6054",1969,11,1988,11,21872,20,0.206557565563314,0.000648747110611222,0.206042487921405
"6055",1970,11,1989,11,21872,20,0.141518028498809,0.0558736755085094,0.0907128111658442
"6056",1971,11,1990,11,21872,20,0.268713481465578,0.0219819208833551,0.252277095741495
"6057",1972,11,1991,11,21872,20,0.27015152476967,0.00200376469696258,0.268686143882382
"6058",1985,12,2004,12,21928,20,0.564384147453588,0.549866930372182,0.0322509454668788
"6059",1986,12,2005,12,21928,20,0.360610648062748,0.349750117134917,0.0167020882494868
"6060",1987,12,2006,12,21928,20,0.365351562129511,0.347892736388367,0.0267729355512001
"6061",1988,12,2007,12,21928,20,0.342797637149905,0.326063848189694,0.0248299322053902
"6062",1989,12,2008,12,21928,20,0.236390374210729,0.22657120197444,0.0126956382557207
"6063",1990,12,2009,12,21928,20,0.198754347316056,0.195980309881336,0.00345021082047207
"6064",1991,12,2010,12,21928,20,0.195474551179366,0.194148982904574,0.00164492970371866
"6065",1992,12,2011,12,21928,20,0.175700461058397,0.168711445137254,0.00840744874960649
"6066",1993,12,2012,12,21928,20,0.205621953075048,0.204129033011926,0.00187583179315102
"6067",1994,12,2013,12,21928,20,0.252133815473702,0.252115448569861,0.0000245584747083322
"6068",1995,12,2014,12,21928,20,0.213919183716811,0.213269658770049,0.000825600479251902
"6069",1996,12,2015,12,21928,20,0.208820366189126,0.208598525548827,0.000280313655534096
"6070",1997,12,2016,12,21928,20,0.202199119807496,0.201883815902189,0.000395060157392843
"6071",1960,12,1979,12,21936,20,0.447958643990699,0.381874114138084,0.106911118534482
"6072",1961,12,1980,12,21936,20,0.254237316319391,0.242370748490253,0.0156627635555134
"6073",1962,12,1981,12,21936,20,0.225859743013292,0.2257596891773,0.000129228399236284
"6074",1963,12,1982,12,21936,20,0.361285288468082,0.321147153031923,0.0591264154159846
"6075",1964,12,1983,12,21936,20,0.269254978770045,0.225854872728325,0.0560619766408337
"6076",1965,12,1984,12,21936,20,0.228967798251218,0.213688013299452,0.0194322167411965
"6077",1966,12,1985,12,21936,20,0.128299176000075,0.115143079472533,0.0148680495369801
"6078",1967,12,1986,12,21936,20,0.113552177235756,0.111705134925707,0.00207931215486053
"6079",1968,12,1987,12,21936,20,0.119633544900709,0.0933177173049812,0.0290243099462657
"6080",1969,12,1988,12,21936,20,0.0917873375685497,0.0678938475620071,0.0256338722194327
"6081",1970,12,1989,12,21936,20,0.0747648109786681,0.0495043300489275,0.0265761136303135
"6082",1971,12,1990,12,21936,20,0.133871372640981,0.0337938343707704,0.103577830312267
"6083",1972,12,1991,12,21936,20,0.165286829307413,0.0574965166505528,0.11436595679604
"6084",1973,12,1992,12,21936,20,0.11360851642636,0.0376808725472015,0.0789006907512424
"6085",1974,12,1993,12,21936,20,0.046551905588577,0.0223960491829374,0.024709245891908
"6086",1975,12,1994,12,21936,20,0.0865068426870833,0.0332153850000575,0.0551223683747067
"6087",1976,12,1995,12,21936,20,0.132727595813176,0.0703133946367142,0.0671346675496871
"6088",1977,12,1996,12,21936,20,0.125608313281686,0.0807511233612525,0.0487976554123781
"6089",1978,12,1997,12,21936,20,0.101618712165822,0.0390016652333576,0.06515833031872
"6090",1979,12,1998,12,21936,20,0.0840764260287685,0.0422000908216325,0.0437213814762824
"6091",1980,12,1999,12,21936,20,0.0195625793514817,0.00956139516235941,0.010097732600762
"6092",1981,12,2000,12,21936,20,0.000737822840010206,0.000335646382797679,0.000402311491609443
"6093",1982,12,2001,12,21936,20,0.00201384816818048,0.00194042651301944,0.0000735644014760703
"6094",1983,12,2002,12,21936,20,0.00151551941855784,0.000680254209130488,0.000835833788880373
"6095",1984,12,2003,12,21936,20,0.000112430599872329,0.00000346193509576345,0.000108969042020316
"6096",1985,12,2004,12,21936,20,0.0166042665654927,0.00156690234285123,0.0150609632812925
"6097",1986,12,2005,12,21936,20,0.0212144817062828,0.000939869225014568,0.0202936858921003
"6098",1987,12,2006,12,21936,20,0.0308537999593011,0.00259204100850527,0.0283352049640471
"6099",1988,12,2007,12,21936,20,0.0186491976303501,0.00117029640800388,0.0174993806847038
"6100",1989,12,2008,12,21936,20,0.0452987285962375,0.000307831297641201,0.0450047511695488
"6101",1990,12,2009,12,21936,20,0.0464536039694395,0.000408086112194898,0.0460643160648984
"6102",1991,12,2010,12,21936,20,0.0381966821831522,0.000504795844252126,0.0377109226559397
"6103",1992,12,2011,12,21936,20,0.0365560855670905,0.000247591967876889,0.0363174855169211
"6104",1993,12,2012,12,21936,20,0.0247584731548894,0.000156663211603977,0.0246056647457481
"6105",1994,12,2013,12,21936,20,0.0274080593106748,0.00020480790676631,0.0272088239861947
"6106",1995,12,2014,12,21936,20,0.0155776579010737,0.00116414451753374,0.0144303123525514
"6107",1996,12,2015,12,21936,20,0.0196666551804194,0.00516395132933567,0.0145779838501659
"6108",1997,12,2016,12,21936,20,0.0248649231709961,0.00881336132315051,0.0161942879589994
"6109",1961,12,1980,12,21960,20,0.0230374639889928,0.00461695362287633,0.0185059514858739
"6110",1962,12,1981,12,21960,20,0.0737139647733155,0.00295155344113698,0.0709718886543603
"6111",1963,12,1982,12,21960,20,0.0793276364044733,0.001537480014537,0.0779099413677229
"6112",1964,12,1983,12,21960,20,0.0760252530910134,0.00124793839560996,0.074870748777511
"6113",1965,12,1984,12,21960,20,0.0519102061025618,0.0020500439559451,0.0499625876474468
"6114",1966,12,1985,12,21960,20,0.0767938661193147,0.0128565470388081,0.0647700381223318
"6115",1967,12,1986,12,21960,20,0.0887727381298571,0.00501633548798468,0.0841786710970278
"6116",1968,12,1987,12,21960,20,0.0900072643455972,0.0195652738940959,0.0718477105878157
"6117",1969,12,1988,12,21960,20,0.0823832355863555,0.0137320982350502,0.0696069873392945
"6118",1970,12,1989,12,21960,20,0.0938467791987525,0.0159782337570277,0.0791329502181944
"6119",1971,12,1990,12,21960,20,0.109613356988104,0.000509790093657024,0.109159215180978
"6120",1972,12,1991,12,21960,20,0.126996739682587,0.0119417524087744,0.116445551215532
"6121",1973,12,1992,12,21960,20,0.134255755979909,0.00545119358286198,0.129510549473249
"6122",1974,12,1993,12,21960,20,0.156540015783457,0.0054413014979282,0.151925386116578
"6123",1975,12,1994,12,21960,20,0.152211861463189,0.00242810078652707,0.150148335969325
"6124",1976,12,1995,12,21960,20,0.180722150657771,0.0057797232906621,0.175959424149075
"6125",1977,12,1996,12,21960,20,0.181009535638889,0.0100805878025067,0.172669558481475
"6126",1978,12,1997,12,21960,20,0.188294873901144,0.00107793947476438,0.187418960722462
"6127",1979,12,1998,12,21960,20,0.186954545822086,0.00253789006506094,0.184885875784348
"6128",1980,12,1999,12,21960,20,0.17416334346916,0.000317461117691568,0.173901089185609
"6129",1981,12,2000,12,21960,20,0.280982032003248,0.00234488095429625,0.279292057675681
"6130",1982,12,2001,12,21960,20,0.203038396458482,0.000598845651482668,0.202560853493274
"6131",1983,12,2002,12,21960,20,0.225773148418807,0.000981479575024493,0.225012514030428
"6132",1984,12,2003,12,21960,20,0.173869848503849,0.000213129242791575,0.173693738476016
"6133",1985,12,2004,12,21960,20,0.178240223211756,0.001584119653085,0.176936391974544
"6134",1986,12,2005,12,21960,20,0.134115244532654,0.00829001252391235,0.126877044294944
"6135",1987,12,2006,12,21960,20,0.0656588726362391,0.00130961714193199,0.0644336388923175
"6136",1963,12,1982,12,21979,20,0.40422592120021,0.367713052529748,0.057747307320748
"6137",1964,12,1983,12,21979,20,0.367822933222775,0.330453798583141,0.0558126303465776
"6138",1965,12,1984,12,21979,20,0.346153168721039,0.316661961414226,0.0431575671798502
"6139",1966,12,1985,12,21979,20,0.333887530520947,0.320549992655585,0.0196299031881555
"6140",1967,12,1986,12,21979,20,0.328085453121571,0.316933635008793,0.0163261121969034
"6141",1968,12,1987,12,21979,20,0.36987123570043,0.350548810269599,0.0297519286073702
"6142",1969,12,1988,12,21979,20,0.372983810119856,0.347671550775053,0.0388029364270058
"6143",1970,12,1989,12,21979,20,0.317324848905421,0.287917699974594,0.0412974019011245
"6144",1971,12,1990,12,21979,20,0.31431392651032,0.292563651611042,0.0307452040721537
"6145",1972,12,1991,12,21979,20,0.295409146588418,0.164996841663663,0.156181810359362
"6146",1973,12,1992,12,21979,20,0.243836518796073,0.110780983223097,0.149631905146668
"6147",1974,12,1993,12,21979,20,0.299662373208212,0.129308342472644,0.195653684358651
"6148",1975,12,1994,12,21979,20,0.327475703411852,0.126691424152598,0.229912180885692
"6149",1976,12,1995,12,21979,20,0.307832267064076,0.119617034772985,0.213787907905008
"6150",1977,12,1996,12,21979,20,0.29042962605139,0.102584469125746,0.209317925156306
"6151",1978,12,1997,12,21979,20,0.218549610883426,0.100771627612093,0.130976720583864
"6152",1979,12,1998,12,21979,20,0.28463386291034,0.141276228240019,0.166942664666783
"6153",1980,12,1999,12,21979,20,0.262866094955802,0.129882689300537,0.152833881156052
"6154",1981,12,2000,12,21979,20,0.200787427242692,0.124496580211318,0.0871394049491984
"6155",1960,12,1979,12,22023,20,0.0657115025665793,0.00146140134239989,0.0643441338277309
"6156",1961,12,1980,12,22023,20,0.065548582752469,0.000120767486127044,0.0654357177734804
"6157",1962,12,1981,12,22023,20,0.0439428934439092,0.00131028503741887,0.0426885425650826
"6158",1963,12,1982,12,22023,20,0.0505728881048786,0.0000254930843199421,0.0505486836624135
"6159",1964,12,1983,12,22023,20,0.0539203615261536,0.000787814814210376,0.0531744383221907
"6160",1965,12,1984,12,22023,20,0.0472009988218093,0.000275185948533611,0.0469387297521455
"6161",1966,12,1985,12,22023,20,0.0545664089980658,0.000244960038406174,0.0543347588042631
"6162",1967,12,1986,12,22023,20,0.0410124155510023,0.000118963259471201,0.0408983176887102
"6163",1968,12,1987,12,22023,20,0.00133949121587046,0.00112628732262279,0.000213444292848789
"6164",1969,12,1988,12,22023,20,0.0244821278117883,0.0244771971935704,0.00000505433415168303
"6165",1970,12,1989,12,22023,20,0.0551263434558298,0.049384054470311,0.00604059821689522
"6166",1971,12,1990,12,22023,20,0.0557626176376067,0.0518981841220155,0.00407596890004111
"6167",1972,12,1991,12,22023,20,0.0762564512689898,0.0652771379627258,0.0117460626589726
"6168",1973,12,1992,12,22023,20,0.0853363749709516,0.0550517182939718,0.0320490097323669
"6169",1974,12,1993,12,22023,20,0.0806400668185236,0.0480467577423051,0.0342383508237429
"6170",1975,12,1994,12,22023,20,0.0650061535639475,0.0404440995823377,0.0255973143106292
"6171",1976,12,1995,12,22023,20,0.0409510252073273,0.0377597231996493,0.0033165333904851
"6172",1977,12,1996,12,22023,20,0.00651287941648185,0.000935963158114147,0.00558214093662778
"6173",1978,12,1997,12,22023,20,0.011555634120925,0.00121281992367403,0.0103553734004281
"6174",1979,12,1998,12,22023,20,0.00735608057523282,0.0000298502351025426,0.00732644903635647
"6175",1985,12,2004,12,22032,20,0.537630541257185,0.41514586310731,0.209427736632987
"6176",1986,12,2005,12,22032,20,0.392819088728048,0.175635834844471,0.263455476430859
"6177",1961,8,1980,8,22066,20,0.145190697942991,0.0033366685112779,0.142328933903714
"6178",1962,8,1981,8,22066,20,0.0958077008738188,0.00380176549047204,0.0923570552487933
"6179",1963,8,1982,8,22066,20,0.0914102322006658,0.000898839843692658,0.0905928207938551
"6180",1964,8,1983,8,22066,20,0.104209831898126,0.000193058690571015,0.104036858427214
"6181",1965,8,1984,8,22066,20,0.0941504947409779,0.0000350788467225749,0.0941187174703192
