"","year_start","month_start","year_end","month_end","permno","n_obs","R2_long","R2_short","tau_pi_R"
"14853",1994,9,2013,9,45277,20,0.31125175912661,0.0199019262283638,0.29726599887812
"14854",1982,12,2001,12,45306,20,0.130035096520491,0.0000133905883532132,0.130023447022593
"14855",1983,12,2002,12,45306,20,0.259808040861808,0.0345604206664377,0.233310944586358
"14856",1984,12,2003,12,45306,20,0.259307454014879,0.0222017604246906,0.242489384817436
"14857",1985,12,2004,12,45306,20,0.212346522226114,0.023461659369643,0.193422884691395
"14858",1986,12,2005,12,45306,20,0.234160858304792,0.0408803208360321,0.20151868600719
"14859",1987,12,2006,12,45306,20,0.240267154050468,0.0475516819516361,0.20233693361307
"14860",1988,12,2007,12,45306,20,0.240077903818826,0.0493218531943596,0.200652609156341
"14861",1989,12,2008,12,45306,20,0.243173444020187,0.0462647494572532,0.206460539705204
"14862",1990,12,2009,12,45306,20,0.239797022371782,0.0412404687087213,0.207097345249481
"14863",1991,12,2010,12,45306,20,0.224142469864215,0.0409747375063126,0.190993646905217
"14864",1992,12,2011,12,45306,20,0.205598769335368,0.0434960696968501,0.169474159491579
"14865",1993,12,2012,12,45306,20,0.200786279784733,0.0469711751418429,0.1613960676014
"14866",1994,12,2013,12,45306,20,0.128416399811019,0.0236384114691532,0.107314738282082
"14867",1995,12,2014,12,45306,20,0.127908958796589,0.0349520906417551,0.0963235786051806
"14868",1996,12,2015,12,45306,20,0.124070679764613,0.0267241729762066,0.100019443702906
"14869",1997,12,2016,12,45306,20,0.0910293409087954,0.0184608980942999,0.0739333182688298
"14870",1969,1,1988,1,45313,20,0.0228504925907327,0.0075613674662914,0.0154056126225235
"14871",1970,1,1989,1,45313,20,0.0204366855765202,0.00692351333117522,0.0136073831439445
"14872",1971,1,1990,1,45313,20,0.0223088025706514,0.00915551188489799,0.0132748285361865
"14873",1972,1,1991,1,45313,20,0.0319111278334304,0.0148750870181786,0.0172932798579688
"14874",1973,1,1992,1,45313,20,0.0236574846370863,0.0135717174805844,0.0102245316108963
"14875",1974,1,1993,1,45313,20,0.0320726134675366,0.0270821549669746,0.00512937297433641
"14876",1975,1,1994,1,45313,20,0.0338581900193081,0.0309431558083603,0.00300811477512391
"14877",1976,1,1995,1,45313,20,0.0283340351021398,0.0259295733778045,0.00246846804770917
"14878",1977,1,1996,1,45313,20,0.0301343359162981,0.0279556366109189,0.00224135789212646
"14879",1978,1,1997,1,45313,20,0.0305732589498209,0.029035116479638,0.00158413810456886
"14880",1979,1,1998,1,45313,20,0.038650858169194,0.0384940453655836,0.000163090829395918
"14881",1980,1,1999,1,45313,20,0.0392642477711192,0.0385844596774807,0.000707070007845359
"14882",1981,1,2000,1,45313,20,0.0320980155774714,0.0320973048372591,0.000000734309570414806
"14883",1982,1,2001,1,45313,20,0.0464383985368022,0.0435754088326846,0.00299342962378595
"14884",1983,1,2002,1,45313,20,0.0392379620344433,0.0353668378215951,0.00401305321507516
"14885",1984,1,2003,1,45313,20,0.0867336099569064,0.0797026837041006,0.0076398421774221
"14886",1968,12,1987,12,45348,20,0.00423503006845412,0.00207961401580131,0.00215990782724318
"14887",1969,12,1988,12,45348,20,0.00382726185903985,0.00336713588868026,0.000461680511378556
"14888",1970,12,1989,12,45348,20,0.00240043253542916,0.00215879047536008,0.000242164843226112
"14889",1971,12,1990,12,45348,20,0.00306427826126899,0.00260505352952859,0.00046042416132695
"14890",1972,12,1991,12,45348,20,0.00648760005198218,0.00632789464254799,0.000160722444127319
"14891",1973,12,1992,12,45348,20,0.00868154184742304,0.00845994479375452,0.000223487747675942
"14892",1974,12,1993,12,45348,20,0.0244369524354326,0.0202746127258258,0.00424847591342653
"14893",1975,12,1994,12,45348,20,0.0139930248093843,0.00897310091037708,0.00506537602926684
"14894",1976,12,1995,12,45348,20,0.0670379873601137,0.000700827400326232,0.0663836834640937
"14895",1977,12,1996,12,45348,20,0.0682787172675466,0.00775171958614411,0.0609998514244412
"14896",1978,12,1997,12,45348,20,0.0696928994869095,0.00678441987298161,0.0633381925058836
"14897",1979,12,1998,12,45348,20,0.0708067180192625,0.00737599510958587,0.063902064222877
"14898",1980,12,1999,12,45348,20,0.0709900522756362,0.00673165656916665,0.0646938927747517
"14899",1981,12,2000,12,45348,20,0.129338526657083,0.00466987638178215,0.125253568958715
"14900",1982,12,2001,12,45348,20,0.140417056536083,0.00940275078756069,0.132257893763266
"14901",1983,12,2002,12,45348,20,0.137065756417269,0.00792104231839968,0.130175842455795
"14902",1984,12,2003,12,45348,20,0.110433112132301,0.0073113920957723,0.103881236487885
"14903",1969,5,1988,5,45356,20,0.350117638734927,0.267539181964098,0.112741125173443
"14904",1970,5,1989,5,45356,20,0.388731890608466,0.382360727926849,0.0103153458170362
"14905",1971,5,1990,5,45356,20,0.218004992109152,0.215371769719625,0.00335601280696364
"14906",1969,12,1988,12,45399,20,0.275288365985476,0.248170868904381,0.0360686969412543
"14907",1970,12,1989,12,45399,20,0.312499862956466,0.294922527186706,0.0249296516305163
"14908",1971,12,1990,12,45399,20,0.314894860999937,0.293901853113155,0.0297310054973784
"14909",1972,12,1991,12,45399,20,0.262332880725521,0.251007455030634,0.0151208790674277
"14910",1973,12,1992,12,45399,20,0.366944796278916,0.360322567097634,0.0103524508457889
"14911",1974,12,1993,12,45399,20,0.404368002047761,0.392482651653104,0.01956380410699
"14912",1975,12,1994,12,45399,20,0.428435008676027,0.402421357975304,0.0435317611295203
"14913",1976,12,1995,12,45399,20,0.414700380793269,0.390776051105513,0.0392701727027804
"14914",1977,12,1996,12,45399,20,0.418071221413907,0.371020372876238,0.0748050437703782
"14915",1968,12,1987,12,45428,20,0.294438494419412,0.161609285490239,0.1584335401506
"14916",1969,12,1988,12,45428,20,0.111821914340627,0.0977417061149633,0.015605518199268
"14917",1970,12,1989,12,45428,20,0.165926569666256,0.131870850360947,0.0392288628016553
"14918",1971,12,1990,12,45428,20,0.12431999354956,0.111194644658195,0.0147674052732476
"14919",1972,12,1991,12,45428,20,0.111358703708432,0.0643370402483198,0.0502549160144065
"14920",1973,12,1992,12,45428,20,0.0675971878610116,0.0304484118207571,0.038315419718942
"14921",1974,12,1993,12,45428,20,0.0566108594454388,0.0263231114327452,0.0311065697135539
"14922",1975,12,1994,12,45428,20,0.0520264184137581,0.0210062203295352,0.0316857969155478
"14923",1976,12,1995,12,45428,20,0.0563517748119515,0.0239408086871981,0.0332059432596097
"14924",1977,12,1996,12,45428,20,0.0596534541687578,0.0260209618269564,0.034531022767069
"14925",1978,12,1997,12,45428,20,0.0551489289909774,0.0298602705642434,0.0260670269028588
"14926",1979,12,1998,12,45428,20,0.0641039023613268,0.0282973468890377,0.0368492926901582
"14927",1980,12,1999,12,45428,20,0.0530181987075957,0.0189785145018198,0.0346982045846733
"14928",1982,12,2001,12,45437,20,0.110155514885112,0.107215973468852,0.00329255601456253
"14929",1983,12,2002,12,45437,20,0.0175493612659376,0.00696496662323409,0.01065863165644
"14930",1984,12,2003,12,45437,20,0.0401078904075136,0.00754546251780123,0.0328099944732193
"14931",1985,12,2004,12,45437,20,0.0352040669767071,0.00243293552711348,0.0328510559507193
"14932",1986,12,2005,12,45437,20,0.0232444467937007,0.00513611197590327,0.0182018214107284
"14933",1987,12,2006,12,45437,20,0.00330818716659804,0.000568986551169995,0.00274076007104846
"14934",1988,12,2007,12,45437,20,0.00227512067459868,0.000228240603549851,0.00204734735884569
"14935",1989,12,2008,12,45437,20,0.00331394889457552,0.000223147640574782,0.00309149111294845
"14936",1990,12,2009,12,45437,20,0.0020732221788713,0.000848789926506609,0.00122547242101085
"14937",1991,12,2010,12,45437,20,0.00297605322729526,0.00103503218436187,0.00194303214373741
"14938",1992,12,2011,12,45437,20,0.00891365679271873,0.00331527002686069,0.00561700866633014
"14939",1993,12,2012,12,45437,20,0.0124163089177943,0.0057955379986205,0.00665936552512132
"14940",1994,12,2013,12,45437,20,0.00298697210167042,0.00281232609554976,0.000175138552843154
"14941",1975,12,1994,12,45487,20,0.301188924168042,0.288063829765186,0.0184357740926782
"14942",1976,12,1995,12,45487,20,0.294920330092765,0.294203216241796,0.00101603445562662
"14943",1977,12,1996,12,45487,20,0.298005218822578,0.294480076525342,0.00499651700815899
"14944",1978,12,1997,12,45487,20,0.203725160748063,0.202763745024384,0.00120593577835739
"14945",1979,12,1998,12,45487,20,0.183045262084401,0.181072876916013,0.00240849901388127
"14946",1980,12,1999,12,45487,20,0.159411549556318,0.157951750094481,0.0017336292332418
"14947",1981,12,2000,12,45487,20,0.222707717982382,0.222452101837263,0.000328746493588952
"14948",1982,12,2001,12,45487,20,0.249772637741098,0.248802816829159,0.0012910337440899
"14949",1983,12,2002,12,45487,20,0.260379643132998,0.230917196003034,0.0383085501025972
"14950",1984,12,2003,12,45487,20,0.136440411843031,0.102611900260025,0.0376966349261911
"14951",1985,12,2004,12,45487,20,0.134579262054704,0.0995799812435847,0.0388699496702182
"14952",1986,12,2005,12,45487,20,0.14163590350873,0.116974674680414,0.0279281104643189
"14953",1987,12,2006,12,45487,20,0.13065506873343,0.091850615043416,0.0427291526403101
"14954",1988,12,2007,12,45487,20,0.165906997286405,0.131808119521737,0.0392757390749654
"14955",1968,12,1987,12,45495,20,0.167938343605328,0.00970592098017428,0.159783266382617
"14956",1969,12,1988,12,45495,20,0.16507972279172,0.0110704835995047,0.155733281935783
"14957",1970,12,1989,12,45495,20,0.195281091545772,0.00716370326531824,0.189474729015397
"14958",1971,12,1990,12,45495,20,0.222550666161196,0.0134500390351359,0.211951381480524
"14959",1972,12,1991,12,45495,20,0.20890762801292,0.0000939762322561706,0.20883327714522
"14960",1973,12,1992,12,45495,20,0.220210369599935,0.0013991042704616,0.219117834026794
"14961",1974,12,1993,12,45495,20,0.221416357589043,0.00449917386983471,0.217897542649397
"14962",1975,12,1994,12,45495,20,0.239661644806996,0.000707542416703114,0.23912329226239
"14963",1976,12,1995,12,45495,20,0.208229019807538,0.00076126706355463,0.207625811435773
"14964",1977,12,1996,12,45495,20,0.255802608930165,0.0569858320402254,0.210831166322859
"14965",1978,12,1997,12,45495,20,0.264960761169258,0.0605466026312735,0.217588396732099
"14966",1979,12,1998,12,45495,20,0.263044403843758,0.0619931406640782,0.214338798462538
"14967",1980,12,1999,12,45495,20,0.326862489504293,0.0469513641018405,0.293700777546009
"14968",1981,12,2000,12,45495,20,0.347147300276166,0.0423181267144429,0.318298990578086
"14969",1982,12,2001,12,45495,20,0.359943056412224,0.0433780635892384,0.330919646282349
"14970",1983,12,2002,12,45495,20,0.359335761535128,0.0449555625345725,0.329178608520963
"14971",1984,12,2003,12,45495,20,0.317279603368199,0.0486439312023211,0.282371323394593
"14972",1985,12,2004,12,45495,20,0.330509398016726,0.061096236078634,0.286944383749063
"14973",1986,12,2005,12,45495,20,0.273223922111555,0.0613415059852861,0.225728971161846
"14974",1987,12,2006,12,45495,20,0.321413034268833,0.0846674202047967,0.25864436521751
"14975",1988,12,2007,12,45495,20,0.305564908530645,0.0796584635661172,0.245459360489003
"14976",1989,12,2008,12,45495,20,0.279457844159712,0.0789682451803682,0.217679355711906
"14977",1990,12,2009,12,45495,20,0.227097784896303,0.0636644033711296,0.174545731374081
"14978",1991,12,2010,12,45495,20,0.188677460974112,0.0531468895415201,0.143137905907038
"14979",1969,1,1988,1,45583,20,0.090335780522972,0.0140858049120933,0.0773393627871238
"14980",1970,1,1989,1,45583,20,0.0366843058111641,0.0128429429626737,0.0241515396952574
"14981",1971,1,1990,1,45583,20,0.0348051477313881,0.00220914594016547,0.0326681705475604
"14982",1972,1,1991,1,45583,20,0.0392717854924439,0.000252231570064555,0.0390293983688085
"14983",1973,1,1992,1,45583,20,0.0614238471019357,0.00000482558398510691,0.0614193179020274
"14984",1974,1,1993,1,45583,20,0.134851518003578,0.0107356097111081,0.125462828249812
"14985",1975,1,1994,1,45583,20,0.260627643042406,0.0545468370694748,0.217970401975454
"14986",1976,1,1995,1,45583,20,0.183305332862593,0.0670496478901829,0.124610794893323
"14987",1977,1,1996,1,45583,20,0.233029554438028,0.182821022544081,0.0614412916620289
"14988",1978,1,1997,1,45583,20,0.401255422379565,0.316154141394633,0.124445121534387
"14989",1979,1,1998,1,45583,20,0.419348790454535,0.125445076607155,0.33606089907673
"14990",1980,1,1999,1,45583,20,0.408537740809555,0.00471385220323342,0.405736470361065
"14991",1981,1,2000,1,45583,20,0.444690711329398,0.0621031227153173,0.407920740414144
"14992",1982,1,2001,1,45583,20,0.229166213986277,0.0375726852539558,0.199073245113452
"14993",1983,1,2002,1,45583,20,0.216726221568235,0.0149199679319238,0.204862800043403
"14994",1984,1,2003,1,45583,20,0.214859067578961,0.0207630717418308,0.198211474910756
"14995",1985,1,2004,1,45583,20,0.124979123798759,0.0071709239335373,0.118659095211002
"14996",1986,1,2005,1,45583,20,0.0617805363201809,0.00352899998587372,0.0584578340297725
"14997",1987,1,2006,1,45583,20,0.069773016282728,0.0130056495202103,0.0575153917901581
"14998",1988,1,2007,1,45583,20,0.0788896021364503,0.0159735917711191,0.0639373189979442
"14999",1969,3,1988,3,45647,20,0.316192020158032,0.00447740358569603,0.313116565806821
"15000",1970,3,1989,3,45647,20,0.304763153798455,0.00565638394913279,0.300808256845108
"15001",1971,3,1990,3,45647,20,0.211095597995772,0.00611515298532504,0.206241644216778
"15002",1972,3,1991,3,45647,20,0.208814934887378,0.00622000900465527,0.203862955300406
"15003",1973,3,1992,3,45647,20,0.135395725580205,0.0110542893872917,0.125731306439336
"15004",1974,3,1993,3,45647,20,0.244969741299343,0.0757745800341409,0.18306698518577
"15005",1975,3,1994,3,45647,20,0.219898862454592,0.078610416644561,0.153342786116051
"15006",1976,3,1995,3,45647,20,0.215406751779962,0.0784161053999231,0.148646962238295
"15007",1969,4,1988,4,45655,20,0.00166822754632577,0.00161820691000216,0.0000501017112589771
"15008",1993,12,2012,12,45655,20,0.248718928547947,0.0186215784134126,0.234463429267721
"15009",1994,12,2013,12,45655,20,0.24391273894742,0.0187070936606792,0.229498902755614
"15010",1995,12,2014,12,45655,20,0.321812487238104,0.00539949479698822,0.318130737704111
"15011",1996,12,2015,12,45655,20,0.330657849946975,0.0275649814501167,0.311684444425744
"15012",1985,6,2004,6,45671,20,0.184508518171921,0.105820441944604,0.088000307676954
"15013",1987,12,2006,12,45728,20,0.702770882943595,0.699539350493488,0.0107552601494251
"15014",1988,12,2007,12,45728,20,0.765309130300194,0.763407467095095,0.00803771438494121
"15015",1989,12,2008,12,45728,20,0.720994273700135,0.719430276627103,0.00557436153206426
"15016",1990,12,2009,12,45728,20,0.619388327943546,0.607350011412418,0.0306591541602537
"15017",1991,12,2010,12,45728,20,0.291906622645368,0.264379434218916,0.0374203627616419
"15018",1992,12,2011,12,45728,20,0.395307762971399,0.260242508481568,0.1825804483745
"15019",1993,12,2012,12,45728,20,0.254662384349355,0.242668359323664,0.0158372163283443
"15020",1994,12,2013,12,45728,20,0.139031551276225,0.00103454189493058,0.138139920916845
"15021",1995,12,2014,12,45728,20,0.0672427563809314,0.0000317425302157716,0.0672131473660767
"15022",1996,12,2015,12,45728,20,0.111616054944378,0.0364494683884611,0.078010009947481
"15023",1997,12,2016,12,45728,20,0.10931055707654,0.00250643029651005,0.107072496529254
"15024",1984,7,2003,7,45744,20,0.0980234101775873,0.0937118562531023,0.00475737650793885
"15025",1969,12,1988,12,45751,20,0.179375249500406,0.00204803134689308,0.177691135168403
"15026",1970,12,1989,12,45751,20,0.183050195607697,0.00330030643279383,0.180345083213154
"15027",1971,12,1990,12,45751,20,0.183823405103295,0.00207846785410261,0.182123475037535
"15028",1972,12,1991,12,45751,20,0.215191255857053,0.00440326540696126,0.211720250906863
"15029",1973,12,1992,12,45751,20,0.375750654583823,0.0595821540383623,0.336200022046751
"15030",1974,12,1993,12,45751,20,0.370197468418258,0.0547269536266588,0.333734803929871
"15031",1975,12,1994,12,45751,20,0.37699935653554,0.0512757454391107,0.343328010779263
"15032",1976,12,1995,12,45751,20,0.402964562709367,0.0493313186282302,0.371983690017916
"15033",1977,12,1996,12,45751,20,0.409607555279167,0.0534270264787793,0.376284278934574
"15034",1978,12,1997,12,45751,20,0.475297433003971,0.125714991182296,0.399849520803765
"15035",1979,12,1998,12,45751,20,0.485285237471754,0.144924606903154,0.398047509396695
"15036",1980,12,1999,12,45751,20,0.482399978722569,0.14623033122507,0.3937474705325
"15037",1981,12,2000,12,45751,20,0.494601743562433,0.119059454209305,0.426296974463875
"15038",1982,12,2001,12,45751,20,0.469463266227075,0.142185626988931,0.381525012327954
"15039",1983,12,2002,12,45751,20,0.509990871899543,0.154164911449309,0.420680065495899
"15040",1984,12,2003,12,45751,20,0.481431652170616,0.171436461855607,0.374135689109924
"15041",1985,12,2004,12,45751,20,0.619134908997456,0.25582720283674,0.488203422035342
"15042",1986,12,2005,12,45751,20,0.483951746446046,0.145271066621724,0.396243377986168
"15043",1987,12,2006,12,45751,20,0.460601510103238,0.121179715189544,0.386224351872921
"15044",1988,12,2007,12,45751,20,0.483805392906935,0.202867429423872,0.352435684920032
"15045",1989,12,2008,12,45751,20,0.524762368165087,0.2292167869167,0.383435415084016
"15046",1990,12,2009,12,45751,20,0.553083192887049,0.238850662189036,0.412839524503475
"15047",1991,12,2010,12,45751,20,0.59655344143585,0.263409298901523,0.452278506961205
"15048",1992,12,2011,12,45751,20,0.593513345432288,0.259629360027574,0.450968700510799
"15049",1993,12,2012,12,45751,20,0.626576905426749,0.286796436105185,0.476414429936409
"15050",1994,12,2013,12,45751,20,0.656195850443069,0.301765972864352,0.507609001859575
"15051",1995,12,2014,12,45751,20,0.654808737111195,0.310346103612141,0.499471742715029
"15052",1996,12,2015,12,45751,20,0.657444120387791,0.314621816334022,0.500194363088809
"15053",1997,12,2016,12,45751,20,0.649950711305289,0.314302597355185,0.489498884865934
"15054",1969,12,1988,12,45794,20,0.0933494032055065,0.0535525492203257,0.0420486673110023
"15055",1970,12,1989,12,45794,20,0.094749585523085,0.0558834954035606,0.0411666250195867
"15056",1971,12,1990,12,45794,20,0.0963230445639098,0.0590968577579241,0.0395643134077324
"15057",1972,12,1991,12,45794,20,0.0893591181036077,0.0431453199457351,0.0482976141740267
"15058",1973,12,1992,12,45794,20,0.0917630673446888,0.0458313080309815,0.0481379861866172
"15059",1974,12,1993,12,45794,20,0.0927205243164488,0.0457585078120289,0.0492139745430071
"15060",1975,12,1994,12,45794,20,0.0847894886422697,0.0404208701187124,0.0462375818126081
"15061",1976,12,1995,12,45794,20,0.0807157107803561,0.0394536179197561,0.0429568978972563
"15062",1977,12,1996,12,45794,20,0.0738665861235334,0.0375474521414469,0.037736025597206
"15063",1978,12,1997,12,45794,20,0.0725174204328393,0.0379057099991271,0.0359753828636493
"15064",1979,12,1998,12,45794,20,0.0755663450849592,0.0337932529295092,0.0432341134877237
"15065",1980,12,1999,12,45794,20,0.0796189063864373,0.0372351765806755,0.0440229314312016
"15066",1981,12,2000,12,45794,20,0.0842354553999061,0.0377998747224882,0.0482597948779369
"15067",1982,12,2001,12,45794,20,0.0891980954449568,0.0452303027661051,0.0460506788246765
"15068",1983,12,2002,12,45794,20,0.0908991176102104,0.0522458883868058,0.0407840269430348
"15069",1984,12,2003,12,45794,20,0.563290694810312,0.057658393308579,0.536570069613096
"15070",1985,12,2004,12,45794,20,0.535996950928671,0.0132391461206701,0.529771527470756
"15071",1986,12,2005,12,45794,20,0.345080755753746,0.00586235884650576,0.341218743627539
"15072",1987,12,2006,12,45794,20,0.33369534195328,0.00711910231144559,0.32891783939253
"15073",1988,12,2007,12,45794,20,0.299560911956444,0.0017185892241203,0.298355072544961
"15074",1989,12,2008,12,45794,20,0.369193902750613,0.000590988918473241,0.368820882886827
"15075",1969,11,1988,11,45823,20,0.10954794241894,0.0935711517714434,0.017626083590257
"15076",1970,11,1989,11,45823,20,0.137235407912887,0.12075228641169,0.0187468460212743
"15077",1971,11,1990,11,45823,20,0.130379208252592,0.122794728421087,0.00864618587831079
"15078",1972,11,1991,11,45823,20,0.109602209945791,0.0813637420907088,0.0307395529100384
"15079",1973,11,1992,11,45823,20,0.12311207524975,0.0970686308328245,0.0288432158924179
"15080",1974,11,1993,11,45823,20,0.161186108619129,0.100323986695449,0.0676489325308681
"15081",1975,11,1994,11,45823,20,0.195277621713466,0.114192317767179,0.0915382713117802
"15082",1976,11,1995,11,45823,20,0.262300654220406,0.100028950204725,0.18030769328924
"15083",1977,11,1996,11,45823,20,0.250598021786427,0.118834248581333,0.14953347085149
"15084",1978,11,1997,11,45823,20,0.183939728410154,0.125111847776551,0.0672404586621702
"15085",1969,12,1988,12,45866,20,0.131792216736964,0.123235679160963,0.00975922191702892
"15086",1970,12,1989,12,45866,20,0.174424262100585,0.157293020014447,0.0203288242449731
"15087",1971,12,1990,12,45866,20,0.168194079712196,0.153475279536752,0.0173873246931169
"15088",1972,12,1991,12,45866,20,0.227271698694908,0.197749223790213,0.0367995591654929
"15089",1973,12,1992,12,45866,20,0.21197248174768,0.183234909383637,0.0351846236992776
"15090",1974,12,1993,12,45866,20,0.209432314766479,0.17790922569153,0.0383450223017847
"15091",1975,12,1994,12,45866,20,0.247446749918057,0.197730416812257,0.0619696099012711
"15092",1976,12,1995,12,45866,20,0.275865286665918,0.224320710571934,0.0664508860768855
"15093",1977,12,1996,12,45866,20,0.275950811549779,0.224006670130068,0.0669389019470279
"15094",1978,12,1997,12,45866,20,0.245478685716079,0.20210141058946,0.0543643963058824
"15095",1979,12,1998,12,45866,20,0.208065449752902,0.191307102892214,0.0207227575766065
"15096",1969,12,1988,12,45874,20,0.128611005487285,0.00450500540625304,0.124667628421053
"15097",1970,12,1989,12,45874,20,0.124040806913402,0.000244218235276144,0.123826829447894
"15098",1971,12,1990,12,45874,20,0.101388667994788,0.0204383040884946,0.0826393725317803
"15099",1972,12,1991,12,45874,20,0.0688062449130512,0.00905794839161242,0.0602944404513483
"15100",1973,12,1992,12,45874,20,0.118429608040888,0.00442029210590013,0.114515507930697
"15101",1974,12,1993,12,45874,20,0.145009365865745,0.000601819250418746,0.144494506190732
"15102",1975,12,1994,12,45874,20,0.131786507909305,0.00178795036092707,0.130231404835657
"15103",1976,12,1995,12,45874,20,0.146580552907505,0.00287488321199567,0.144119997857864
"15104",1977,12,1996,12,45874,20,0.103255706433691,0.0031311928637961,0.100439007473342
"15105",1978,12,1997,12,45874,20,0.107418415970701,0.00645322238068708,0.101620976348936
"15106",1979,12,1998,12,45874,20,0.147491337113859,0.0061443004312484,0.142220884524728
"15107",1969,12,1988,12,45890,20,0.297955924167502,0.0236846156423746,0.280924906971108
"15108",1970,12,1989,12,45890,20,0.289574680683286,0.0165749407994131,0.277600959350976
"15109",1971,12,1990,12,45890,20,0.121740817523403,0.00308157000357872,0.119026034577624
"15110",1972,12,1991,12,45890,20,0.123584583225582,0.00599144320312944,0.118301939373026
"15111",1973,12,1992,12,45890,20,0.10519792706657,0.0114452673523237,0.0948381072064119
"15112",1974,12,1993,12,45890,20,0.103821265553501,0.0147597235392526,0.0903957584176135
"15113",1969,3,1988,3,45911,20,0.0707602179289658,0.0267210895839515,0.0452482098129393
"15114",1970,3,1989,3,45911,20,0.0603204383970465,0.0142463841734108,0.0467399292114196
"15115",1971,3,1990,3,45911,20,0.0253465767756687,0.00659222866003796,0.0188788014918928
"15116",1972,3,1991,3,45911,20,0.022778606949459,0.0152531415027661,0.00764203041802755
"15117",1973,3,1992,3,45911,20,0.0806409562633353,0.0269361505070169,0.0551914509867994
"15118",1974,3,1993,3,45911,20,0.108956429668214,0.108767820143399,0.000211627821658525
"15119",1975,3,1994,3,45911,20,0.0356286917530416,0.0354754497594046,0.000158878271785617
"15120",1976,3,1995,3,45911,20,0.0781021833886173,0.077139600552761,0.00104304273586009
"15121",1977,3,1996,3,45911,20,0.0837686839614651,0.0729813476943411,0.0116365903105553
"15122",1978,3,1997,3,45911,20,0.0644305788142386,0.0583764352100266,0.00642947333795997
"15123",1979,3,1998,3,45911,20,0.0884548000061986,0.0829370786767196,0.00601673145994958
"15124",1980,3,1999,3,45911,20,0.0908300736115556,0.0784517071317972,0.0134321408607164
"15125",1981,3,2000,3,45911,20,0.0934305565178345,0.0804199635988293,0.0141484073207188
"15126",1982,3,2001,3,45911,20,0.0820620199764531,0.068799457986224,0.0142424337098731
"15127",1983,3,2002,3,45911,20,0.0932229483769639,0.0825895328416611,0.0115906847762918
"15128",1984,9,2003,9,45955,20,0.0887500200365,0.0363426033323518,0.0543838680483067
"15129",1985,9,2004,9,45955,20,0.0900840037810615,0.0348399716594842,0.0572382097262805
"15130",1986,9,2005,9,45955,20,0.122232056239495,0.0407205941117533,0.0849715543014978
"15131",1987,9,2006,9,45955,20,0.103919417141437,0.0130098268049538,0.0921078981386354
"15132",1988,9,2007,9,45955,20,0.103810115224599,0.0219760492547775,0.0836728649717281
"15133",1989,9,2008,9,45955,20,0.0552096601773354,0.0031420328489079,0.0522317411749549
"15134",1969,3,1988,3,45970,20,0.0475487883615592,0.0410190799957545,0.00680900759295174
"15135",1970,3,1989,3,45970,20,0.0342327965856161,0.0137397161081266,0.0207785721601015
"15136",1971,3,1990,3,45970,20,0.0177433871949095,0.0141344762036459,0.00366065239543665
"15137",1972,3,1991,3,45970,20,0.0266944567702922,0.00605241405911671,0.0207677376585562
"15138",1973,3,1992,3,45970,20,0.00184320144701331,0.000335464591734189,0.00150824281734008
"15139",1974,3,1993,3,45970,20,0.0759294095413547,0.0339515292294591,0.0434531823008975
"15140",1975,3,1994,3,45970,20,0.189553719540373,0.119019441466614,0.0800633764168202
"15141",1976,3,1995,3,45970,20,0.220881836848457,0.13924787254308,0.0948402701560121
"15142",1977,3,1996,3,45970,20,0.154347687510209,0.123855325362616,0.0348028847635392
"15143",1969,12,1988,12,46025,20,0.0671396471974104,0.0104486917560874,0.0572895563565354
"15144",1981,12,2000,12,46026,20,0.179826797952978,0.00544328107469485,0.175337930517143
"15145",1969,6,1988,6,46076,20,0.316691196548519,0.299166545647283,0.0250054428657684
"15146",1970,6,1989,6,46076,20,0.311904017460502,0.28952647052366,0.0314966652639904
"15147",1971,6,1990,6,46076,20,0.343759672535943,0.312524364646588,0.0454347852972239
"15148",1972,6,1991,6,46076,20,0.392192897512976,0.362257537206126,0.0469395752255657
"15149",1973,6,1992,6,46076,20,0.389427952184663,0.353967531845079,0.0548895327828644
"15150",1974,6,1993,6,46076,20,0.436119442240711,0.380411026034671,0.0899118908613073
"15151",1975,6,1994,6,46076,20,0.528023362927971,0.441161524398196,0.155432817034001
"15152",1976,6,1995,6,46076,20,0.531559900663572,0.445112913860358,0.155792032221595
"15153",1977,6,1996,6,46076,20,0.480165174195664,0.428914285395182,0.0897429010913838
"15154",1978,6,1997,6,46076,20,0.475951507198369,0.397626319486838,0.130027572992243
"15155",1979,6,1998,6,46076,20,0.541121156782186,0.466763914323433,0.139445255968393
"15156",1980,6,1999,6,46076,20,0.599580106022852,0.305609227463302,0.4233507848695
"15157",1981,6,2000,6,46076,20,0.281753867498768,0.0768696250445207,0.221945077329005
"15158",1982,6,2001,6,46076,20,0.275876012434551,0.0683989241520515,0.222710228295575
"15159",1983,6,2002,6,46076,20,0.280404138343822,0.0692069223819101,0.226900286476526
"15160",1984,6,2003,6,46076,20,0.283715490534062,0.0678513680785227,0.231576934260548
"15161",1983,12,2002,12,46077,20,0.0757237582068104,0.0301282483052525,0.0470118959768491
"15162",1984,12,2003,12,46077,20,0.0867950905016699,0.0248679506151663,0.0635064142600693
"15163",1985,12,2004,12,46077,20,0.166927473258352,0.00244717208100477,0.164883800209831
"15164",1986,12,2005,12,46077,20,0.120504007138703,0.0195542515828712,0.102963122354102
"15165",1987,12,2006,12,46077,20,0.0710765717525689,0.00636684921693866,0.0651243595129992
